"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WDR8E3HF","conferencePaper","1958","Johnson, David L.","The role of the digital computer in mechanical translation of languages","Proceedings of the May 6-8, 1958, western joint computer conference: contrasts in computers on XX - IRE-ACM-AIEE '58 (Western)","","","10.1145/1457769.1457815","http://portal.acm.org/citation.cfm?doid=1457769.1457815","","1958","2025-04-30 05:32:18","2025-04-30 05:34:33","2025-04-30 05:32:18","161","","","","","","","","","","","ACM Press","Los Angeles, California","en","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/RA5STITY/Johnson - 1958 - The role of the digital computer in mechanical tra.pdf","","Computer: IBM 650; Discipline: Machine Translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the May 6-8, 1958, western joint computer conference: contrasts in computers","","","","","","","","","","","","","","",""
"979EG4KC","conferencePaper","1960","Blickstein, B. D.","The high-speed general-purpose computers in machine translation","Proceedings of the National Symposium on Machine Translation","","","","","","1960-02","2025-04-30 05:37:34","2025-10-16 09:26:31","","","","","","","","","","","","","","Los Angeles, California","","","","","","","","","","/Users/falk/Zotero/storage/YELKGYAZ/Blickstein - 1960 - The high-speed general-purpose computers in machin.pdf","","Computer: IBM 704; Discipline: Machine Translation; Computer: IBM 7090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Symposium on Machine Translation","","","","","","","","","","","","","","",""
"2QVAS3T7","journalArticle","1959","Uhr, Uhr","Latest Methods for the Conception and Education of Intelligent Machines","Behavioral Science","","00057940, 10991743","10.1002/bs.3830040310","https://onlinelibrary.wiley.com/doi/10.1002/bs.3830040310","","1959-07","2025-04-30 07:33:51","2025-10-16 09:24:04","2025-04-30 07:33:51","248-257","","3","4","","Syst. Res.","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/SJIFD85I/Uhr - 1959 - Latest Methods for the Conception and Education of.pdf","","Computer: IBM 704; Discipline: Machine Translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L9MDFRYW","journalArticle","1961","Green, Bert F.","Using Computers to Study Human Perception","Educational and Psychological Measurement","","0013-1644, 1552-3888","10.1177/001316446102100123","https://journals.sagepub.com/doi/10.1177/001316446102100123","","1961-04","2025-04-30 07:26:38","2025-04-30 07:27:50","2025-04-30 07:26:38","227-233","","1","21","","Educational and Psychological Measurement","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/5NAF4LSD/Green - 1961 - Using Computers to Study Human Perception.pdf","","Discipline: Psychology; Computer: IBM 704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YNJNS2WP","journalArticle","1961","Seibel, Robert","Computer Solutions to Some Noncomputational Psychological Problems","Educational and Psychological Measurement","","0013-1644, 1552-3888","10.1177/001316446102100120","https://journals.sagepub.com/doi/10.1177/001316446102100120","","1961-04","2025-04-30 07:23:56","2025-04-30 07:25:45","2025-04-30 07:23:56","185-201","","1","21","","Educational and Psychological Measurement","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/X36IDZRY/Seibel - 1961 - Computer Solutions to Some Noncomputational Psycho.pdf","","Discipline: Psychology; Computer: IBM 704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5EH3MDHF","journalArticle","1961","Gaddis, L. Wesley; Michael, William B.; Rainwater, J.H.","An IBM 650 Program for Calculation of Means, Standard Deviations, and Product Moment Correlations in Test Analysis","Educational and Psychological Measurement","","0013-1644, 1552-3888","10.1177/001316446102100116","https://journals.sagepub.com/doi/10.1177/001316446102100116","","1961-04","2025-04-30 07:15:15","2025-07-03 04:59:21","2025-04-30 07:15:15","149-153","","1","21","","Educational and Psychological Measurement","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/5M8NIWQ6/Gaddis et al. - 1961 - An IBM 650 Program for Calculation of Means, Stand.pdf","","Discipline: Statistics; Computer: IBM 650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z8PTUTGM","journalArticle","1961","Lotto, Gary","Intercorrelation Routine for An Expanded Ibm 650","Educational and Psychological Measurement","","0013-1644, 1552-3888","10.1177/001316446102100114","https://journals.sagepub.com/doi/10.1177/001316446102100114","","1961-04","2025-04-30 07:14:07","2025-07-03 04:57:55","2025-04-30 07:14:07","139-143","","1","21","","Educational and Psychological Measurement","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/UHA63CHD/Lotto - 1961 - Intercorrelation Routine for An Expanded Ibm 650.pdf","","Discipline: Statistics; Computer: IBM 650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLC4MMSA","journalArticle","1961","Meltzer, Leo","Using the IBM Accounting Machine to Obtain Frequencies, Sums, and Sums of Squares, Ignoring Incomplete Data","Educational and Psychological Measurement","","0013-1644, 1552-3888","10.1177/001316446102100115","https://journals.sagepub.com/doi/10.1177/001316446102100115","","1961-04","2025-04-30 07:13:19","2025-07-03 04:57:48","2025-04-30 07:13:19","145-147","","1","21","","Educational and Psychological Measurement","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/PR2X9GHU/Meltzer - 1961 - Using the IBM Accounting Machine to Obtain Frequencies, Sums, and Sums of Squares, Ignoring Incomple.pdf","","Discipline: Statistics; Computer: IBM 650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46XW62K6","journalArticle","1961","Stake, Robert Earl","A 650 Program for Fitting Thurstone's Hyperbolic Learning Curve","Educational and Psychological Measurement","","0013-1644, 1552-3888","10.1177/001316446102100113","https://journals.sagepub.com/doi/10.1177/001316446102100113","","1961-04","2025-04-30 07:11:38","2025-04-30 07:13:02","2025-04-30 07:11:38","135-137","","1","21","","Educational and Psychological Measurement","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/IB3QSE68/Stake - 1961 - A 650 Program for Fitting Thurstone's Hyperbolic L.pdf","","Discipline: Psychology; Computer: IBM 650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTKNX4KZ","journalArticle","1960","Iker, Howard P.","Item Analysis on the Augmented IBM 650 Using a Continuous Criterion Variable","Educational and Psychological Measurement","","0013-1644, 1552-3888","10.1177/001316446002000117","https://journals.sagepub.com/doi/10.1177/001316446002000117","","1960-04","2025-04-30 07:03:43","2025-07-03 04:58:57","2025-04-30 07:03:43","153-162","","1","20","","Educational and Psychological Measurement","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/JV67HE52/Iker - 1960 - Item Analysis on the Augmented IBM 650 Using a Con.pdf","","Program: 6.0.518; Discipline: Statistics; Computer: IBM 650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NK5VVQDQ","journalArticle","1960","Millman, Jason; Millman, Russell","Mechanization of Score Processing in a Freshman Testing Program","Educational and Psychological Measurement","","0013-1644, 1552-3888","10.1177/001316446002000120","https://journals.sagepub.com/doi/10.1177/001316446002000120","","1960-04","2025-04-30 07:01:17","2025-04-30 07:01:52","2025-04-30 07:01:17","181-183","","1","20","","Educational and Psychological Measurement","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/J889HJUN/Millman and Millman - 1960 - Mechanization of Score Processing in a Freshman Te.pdf","","Discipline: Psychology; Computer: IBM 650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WY5R394F","journalArticle","1960","Kaiser, Henry F.","The Application of Electronic Computers to Factor Analysis","Educational and Psychological Measurement","","0013-1644, 1552-3888","10.1177/001316446002000116","https://journals.sagepub.com/doi/10.1177/001316446002000116","","1960-04","2025-04-30 06:55:57","2025-07-03 04:58:34","2025-04-30 06:55:57","141-151","","1","20","","Educational and Psychological Measurement","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/WNFNZPJW/Kaiser - 1960 - The Application of Electronic Computers to Factor .pdf","","Discipline: Statistics; Computer: Illiac; Computer: IBM 650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YG7EVFS9","journalArticle","1960","Dubnick, Lester; Mitzel, Harold E.","Obtaining Percentile Ranks to Interval Mid-Points with the IBM Accounting Machine","Educational and Psychological Measurement","","0013-1644, 1552-3888","10.1177/001316446002000121","https://journals.sagepub.com/doi/10.1177/001316446002000121","","1960-04","2025-04-30 06:49:17","2025-04-30 06:49:34","2025-04-30 06:49:17","185-191","","1","20","","Educational and Psychological Measurement","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/NK2JDB6F/Dubnick and Mitzel - 1960 - Obtaining Percentile Ranks to Interval Mid-Points .pdf","","Discipline: Psychology; Computer: IBM 402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MJX3M5W","journalArticle","1960","Iker, Howard P.","Group Differences and Group Means with the Augmented IBM 650","Educational and Psychological Measurement","","0013-1644, 1552-3888","10.1177/001316446002000119","https://journals.sagepub.com/doi/10.1177/001316446002000119","","1960-04","2025-04-30 06:46:23","2025-07-03 04:59:02","2025-04-30 06:46:23","171-179","","1","20","","Educational and Psychological Measurement","","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/826GSK5B/Iker - 1960 - Group Differences and Group Means with the Augment.pdf","","Program: 6.0.520; Discipline: Statistics; Computer: IBM 650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
